age;d18O_VPDB;d13C_VPDB;mineralogy;group;clim_zone
125,4233333;-1,9;0,4;calcite;belemnite;temperate
125,4346667;-0,5;1,25;calcite;belemnite;temperate
123,0433333;-1,8;1,52;calcite;belemnite;tropical/subtropical
128,9006452;-0,02;0,06;calcite;belemnite;tropical/subtropical
129,5696774;-0,26;0,04;calcite;belemnite;tropical/subtropical
125,48;-1,8;-0,3;calcite;belemnite;temperate
125,48;-1,6;0,8;calcite;belemnite;temperate
125,48;-0,9;-0,1;calcite;belemnite;temperate
125,48;-1,3;-0,3;calcite;belemnite;temperate
125,48;-0,9;-0,4;calcite;belemnite;temperate
125,48;-1,5;-0,2;calcite;belemnite;temperate
125,48;-0,7;0,9;calcite;belemnite;temperate
125,48;-0,6;0,3;calcite;belemnite;temperate
125,48;-0,8;0,6;calcite;belemnite;temperate
125,48;-1,1;0,3;calcite;belemnite;temperate
125,48;-1,2;0,8;calcite;belemnite;temperate
125,48;-1,1;0,2;calcite;belemnite;temperate
125,48;-1,1;-0,1;calcite;belemnite;temperate
121,3136842;-0,67;-0,19;calcite;belemnite;tropical/subtropical
125,514;-0,41;0,36;calcite;belemnite;temperate
125,5253333;-0,2;1,1;calcite;belemnite;temperate
125,5396209;-0,46;0,29;calcite;belemnite;temperate
125,5643286;-0,31;0,08;calcite;belemnite;temperate
125,6273333;0,42;1,8;calcite;belemnite;temperate
125,6273333;-0,2;-0,04;calcite;belemnite;temperate
117,2672;-1,79;4,2;calcite;belemnite;temperate
125,684;0,1;-0,29;calcite;belemnite;temperate
128,8022581;-0,39;0,39;calcite;belemnite;tropical/subtropical
125,7066667;-0,15;1,36;calcite;belemnite;temperate
129,55;-0,42;0,28;calcite;belemnite;tropical/subtropical
128,33;-0,56;0,37;calcite;belemnite;tropical/subtropical
128,2119355;-0,15;0,12;calcite;belemnite;tropical/subtropical
125,854;0,05;1,19;calcite;belemnite;temperate
125,8855292;-0,4;1,33;calcite;belemnite;temperate
125,9106667;1,32;1,37;calcite;belemnite;temperate
125,9106667;0,7;1,14;calcite;belemnite;temperate
125,9106667;0,28;0,05;calcite;belemnite;temperate
125,9106667;0,54;0,04;calcite;belemnite;temperate
128,1725806;-0,24;0,32;calcite;belemnite;tropical/subtropical
128,1725806;-0,2;-0,42;calcite;belemnite;tropical/subtropical
126,0584834;-0,12;1,27;calcite;belemnite;temperate
116,6768;-2,61;5,3;calcite;belemnite;temperate
126,16;-1,4;0,8;calcite;belemnite;temperate
127,72;-0,03;0,09;calcite;belemnite;tropical/subtropical
126,1605371;0,75;1,33;calcite;belemnite;temperate
127,6609677;0,08;0,09;calcite;belemnite;tropical/subtropical
127,6412903;-0,23;0,8;calcite;belemnite;tropical/subtropical
126,4886667;-0,48;0,18;calcite;belemnite;tropical/subtropical
126,4433333;-0,04;0,52;calcite;belemnite;tropical/subtropical
126,2733333;-2;-0,9;calcite;belemnite;temperate
126,2733333;-1,1;-0,4;calcite;belemnite;temperate
126,3055608;-0,03;1,73;calcite;belemnite;temperate
126,3073333;0,24;0,75;calcite;belemnite;temperate
126,432;-0,28;0,4;calcite;belemnite;tropical/subtropical
126,4093333;-0,21;0,4;calcite;belemnite;tropical/subtropical
126,398;-0,75;0,46;calcite;belemnite;tropical/subtropical
126,364;-0,22;0,38;calcite;belemnite;tropical/subtropical
126,3753333;-0,23;0,54;calcite;belemnite;tropical/subtropical
126,398;0,49;1,84;calcite;belemnite;temperate
126,398;0,13;0,7;calcite;belemnite;temperate
126,3526667;-0,44;0,35;calcite;belemnite;tropical/subtropical
126,4076145;-0,05;1,34;calcite;belemnite;temperate
126,33;-0,5;0,28;calcite;belemnite;tropical/subtropical
129,313871;-0,4;0,42;calcite;belemnite;tropical/subtropical
126,432;-0,289285128;-0,645923056;calcite;belemnite;tropical/subtropical
126,3186667;-0,29;0,31;calcite;belemnite;tropical/subtropical
126,2506667;-0,33;-0,04;calcite;belemnite;tropical/subtropical
116,0870308;-2,11;5,5;calcite;belemnite;temperate
126,7754839;0,2;1,15;calcite;belemnite;temperate
126,8935484;0,45;1,58;calcite;belemnite;temperate
127,0116129;0,26;0,75;calcite;belemnite;temperate
127,0903226;-4;-0,3;calcite;belemnite;temperate
127,0903226;-3,7;-0,5;calcite;belemnite;temperate
127,0903226;-1,4;0,2;calcite;belemnite;temperate
127,346129;0,18;0,97;calcite;belemnite;temperate
127,5822581;0,03;0,97;calcite;belemnite;temperate
127,5822581;0,17;2,32;calcite;belemnite;temperate
126,228;-0,51;0,41;calcite;belemnite;tropical/subtropical
126,194;-0,63;0,02;calcite;belemnite;tropical/subtropical
126,1713333;-0,55;0,5;calcite;belemnite;tropical/subtropical
127,7593548;-0,355265926;0,167380361;calcite;belemnite;tropical/subtropical
127,7790323;-0,25;0,56;calcite;belemnite;tropical/subtropical
127,7790323;-0,63;-0,83;calcite;belemnite;tropical/subtropical
128,0545161;-0,28;0,37;calcite;belemnite;tropical/subtropical
128,0741935;-1,2;-0,7;calcite;belemnite;temperate
128,0741935;-1,9;-0,2;calcite;belemnite;temperate
126,16;-0,39;0,18;calcite;belemnite;tropical/subtropical
126,058;-0,34;0,43;calcite;belemnite;tropical/subtropical
128,1922581;0,65;1,12;calcite;belemnite;temperate
128,1922581;0,41;1,78;calcite;belemnite;temperate
128,1922581;0,09;1,38;calcite;belemnite;temperate
128,1922581;0,73;1,69;calcite;belemnite;temperate
128,1922581;0,74;1,4;calcite;belemnite;temperate
125,99;-0,5;0,7;calcite;belemnite;tropical/subtropical
125,378;-0,49;-0,1;calcite;belemnite;tropical/subtropical
128,3693548;-1,02;0,49;calcite;belemnite;tropical/subtropical
128,3890323;-0,19;0,34;calcite;belemnite;tropical/subtropical
121,1965414;-0,74;0,93;calcite;belemnite;tropical/subtropical
122,6693333;-0,23;1,28;calcite;belemnite;tropical/subtropical
129,0580645;-2,7;-0,8;calcite;belemnite;temperate
129,0580645;-3,7;0,8;calcite;belemnite;temperate
129,176129;-0,23;0,59;calcite;belemnite;tropical/subtropical
129,1971978;0,26;1,37;calcite;belemnite;temperate
129,2351613;-0,28;0,73;calcite;belemnite;tropical/subtropical
129,2745161;-0,4;-0,17;calcite;belemnite;tropical/subtropical
122,5673333;1,83;1,97;calcite;belemnite;tropical/subtropical
105,326;-0,48;2;calcite;belemnite;temperate
129,3925806;0,68;0,81;calcite;belemnite;temperate
129,5106452;-0,26;0,96;calcite;belemnite;temperate
122,522;-0,31;1,24;calcite;belemnite;tropical/subtropical
129,554969;0,55;1,43;calcite;belemnite;temperate
121,9666667;-0,65;-0,11;calcite;belemnite;tropical/subtropical
129,6503747;0,97;0,8;calcite;belemnite;temperate
129,7139785;0,25;0,85;calcite;belemnite;temperate
129,7298794;0,08;2,43;calcite;belemnite;temperate
129,7537309;-1,21;-2,1;calcite;belemnite;temperate
129,7537309;0,15;1,1;calcite;belemnite;temperate
129,7664516;-2;-0,5;calcite;belemnite;temperate
129,7664516;-2;-1,2;calcite;belemnite;temperate
129,7664516;-1;-0,9;calcite;belemnite;temperate
129,7664516;-0,16;-0,59;calcite;belemnite;tropical/subtropical
129,8058065;-0,47;-0,07;calcite;belemnite;tropical/subtropical
129,8254839;-0,02;0,45;calcite;belemnite;temperate
129,8732719;0,27;1,69;calcite;belemnite;temperate
129,8781607;-0,1;0,42;calcite;belemnite;temperate
129,9270487;0,19;1,64;calcite;belemnite;temperate
101,6010081;-0,4;1,95;calcite;belemnite;temperate
129,9435484;-0,38;-0,59;calcite;belemnite;tropical/subtropical
129,9632258;-0,140175106;0,238727238;calcite;belemnite;tropical/subtropical
130,0028251;0,03;1,76;calcite;belemnite;temperate
130,0419355;-1,3;-1;calcite;belemnite;temperate
130,0419355;0,5;-0,7;calcite;belemnite;temperate
130,0419355;-1,1;-0,5;calcite;belemnite;temperate
130,0419355;-0,9;-0,7;calcite;belemnite;temperate
130,0419355;-0,6;-0,3;calcite;belemnite;temperate
130,0419355;-0,3;-0,8;calcite;belemnite;temperate
130,0419355;-2,1;-0,8;calcite;belemnite;temperate
130,0419355;-2,5;-0,9;calcite;belemnite;temperate
130,0419355;-0,9;-0,5;calcite;belemnite;temperate
130,0419355;-1,4;-0,7;calcite;belemnite;temperate
130,0419355;-2,5;0;calcite;belemnite;temperate
130,0419355;-0,6;-0,7;calcite;belemnite;temperate
130,1714887;-0,15;0,73;calcite;belemnite;temperate
130,1993548;-0,06;-0,36;calcite;belemnite;temperate
130,1993548;0;0,96;calcite;belemnite;temperate
130,1993548;0,7;0,56;calcite;belemnite;temperate
130,1993548;1,07;1,07;calcite;belemnite;temperate
130,1993548;-0,33;1,1;calcite;belemnite;temperate
130,1993548;1,08;0,99;calcite;belemnite;temperate
130,1993548;0,1;0,54;calcite;belemnite;temperate
130,1993548;0,44;0,7;calcite;belemnite;temperate
130,1993548;-0,63;-0,53;calcite;belemnite;tropical/subtropical
130,2387097;-0,33;0,02;calcite;belemnite;temperate
130,2387097;0,01;1,38;calcite;belemnite;temperate
130,2387097;0,58;1,55;calcite;belemnite;temperate
130,2387097;0,13;-0,16;calcite;belemnite;temperate
130,2387097;0,26;1,42;calcite;belemnite;temperate
130,2387097;0,74;1,05;calcite;belemnite;temperate
130,2387097;0,42;0,43;calcite;belemnite;temperate
130,2387097;-1,7;-0,6;calcite;belemnite;temperate
130,2387097;-1,9;0,4;calcite;belemnite;temperate
130,2420664;0,63;1,78;calcite;belemnite;temperate
103,04;-0,67;1,5;calcite;belemnite;temperate
130,4354839;-1,6;-1;calcite;belemnite;temperate
130,4354839;-1,1;0,2;calcite;belemnite;temperate
130,4354839;-1,9;-0,7;calcite;belemnite;temperate
130,4354839;-2,2;-0,2;calcite;belemnite;temperate
130,4551613;-0,02;1,37;calcite;belemnite;temperate
130,4945161;-0,1;-0,18;calcite;belemnite;tropical/subtropical
130,533871;-0,6;0,1;calcite;belemnite;temperate
130,5535484;-0,31;-0,58;calcite;belemnite;tropical/subtropical
130,5574839;0,86;0,87;calcite;belemnite;temperate
130,5732258;0,47;-0,42;calcite;belemnite;tropical/subtropical
130,5929032;-0,53;-0,32;calcite;belemnite;tropical/subtropical
130,6322581;-0,2;-0,8;calcite;belemnite;temperate
130,6322581;-2,4;-0,2;calcite;belemnite;temperate
130,6912903;0,54;1,8;calcite;belemnite;temperate
130,7109677;-0,15;-0,01;calcite;belemnite;tropical/subtropical
130,7306452;-0,22;1,52;calcite;belemnite;temperate
130,8093548;-0,383255671;0,017208431;calcite;belemnite;tropical/subtropical
130,8290323;-0,2;0,38;calcite;belemnite;tropical/subtropical
130,8969772;0,5;1,76;calcite;belemnite;temperate
130,9077419;0,53;0,98;calcite;belemnite;temperate
130,9112144;0,1;-0,13;calcite;belemnite;temperate
131,006129;-0,54;-0,3;calcite;belemnite;tropical/subtropical
131,006129;-0,21;-0,41;calcite;belemnite;tropical/subtropical
131,0159677;-2,6;0,4;calcite;belemnite;temperate
131,0258065;0,67;0,57;calcite;belemnite;temperate
131,0258065;-2,2;-0,9;calcite;belemnite;temperate
131,0258065;-1;-0,4;calcite;belemnite;temperate
131,0651613;-0,55;0;calcite;belemnite;tropical/subtropical
131,0848387;-1,35;-0,23;calcite;belemnite;tropical/subtropical
131,1241935;-0,81;-0,01;calcite;belemnite;tropical/subtropical
131,1635484;-0,32272858;0,145841258;calcite;belemnite;tropical/subtropical
131,1635484;0,02;0,11;calcite;belemnite;tropical/subtropical
131,1832258;0,33;-0,27;calcite;belemnite;tropical/subtropical
131,2422581;0,53;1,54;calcite;belemnite;temperate
131,2619355;0,34;1,72;calcite;belemnite;temperate
131,2619355;0,94;2,29;calcite;belemnite;temperate
131,2619355;0,31;2,09;calcite;belemnite;temperate
131,2619355;0,63;1,74;calcite;belemnite;temperate
131,2619355;0,22;1,79;calcite;belemnite;temperate
131,2619355;0,07;0,63;calcite;belemnite;temperate
131,3012903;0,39;1,24;calcite;belemnite;temperate
131,3039608;-0,39;0,76;calcite;belemnite;temperate
131,3368502;0,72;1,66;calcite;belemnite;temperate
131,3603226;-0,48;0,5;calcite;belemnite;tropical/subtropical
131,3996774;-1,31;0,78;calcite;belemnite;tropical/subtropical
131,4193548;0,63;0,79;calcite;belemnite;temperate
131,4193548;-0,8;0,9;calcite;belemnite;temperate
131,4193548;-4;-1,3;calcite;belemnite;temperate
131,4193548;-1,9;-0,8;calcite;belemnite;temperate
131,4193548;-2,2;-0,1;calcite;belemnite;temperate
131,4587097;-0,3;0,41;calcite;belemnite;tropical/subtropical
131,4980645;0,02;0,33;calcite;belemnite;tropical/subtropical
131,5177419;-0,69;-0,22;calcite;belemnite;tropical/subtropical
131,5326868;0,46;1,18;calcite;belemnite;temperate
131,5362736;0,19;0,45;calcite;belemnite;temperate
131,5374194;-0,34;1,18;calcite;belemnite;temperate
131,5374194;-0,09;0,05;calcite;belemnite;temperate
131,5374194;0,19;0,45;calcite;belemnite;temperate
131,5374194;0,46;1,18;calcite;belemnite;temperate
131,5419526;-0,25;-0,12;calcite;belemnite;temperate
131,5494251;-0,34;1,18;calcite;belemnite;temperate
131,5570968;0,62;0,6;calcite;belemnite;temperate
131,5570968;0,51;1,12;calcite;belemnite;temperate
131,5799126;0,62;0,6;calcite;belemnite;temperate
131,616129;-0,27;1,6;calcite;belemnite;temperate
131,616129;0,09;1,49;calcite;belemnite;temperate
131,616129;0,59;1,23;calcite;belemnite;temperate
131,6181715;-0,27;1,6;calcite;belemnite;temperate
131,6310241;-0,89;1,3;calcite;belemnite;temperate
131,6352087;0,21;1,89;calcite;belemnite;temperate
131,6358065;0,3;1,12;calcite;belemnite;temperate
131,6358065;-1,02;1,26;calcite;belemnite;temperate
131,6358065;-0,66;3,21;calcite;belemnite;temperate
131,6534414;-0,46;1;calcite;belemnite;temperate
131,6554839;0,37;1,33;calcite;belemnite;temperate
131,6554839;0,33;1,24;calcite;belemnite;temperate
131,6554839;-0,48;0,41;calcite;belemnite;tropical/subtropical
131,6609138;0,51;0,49;calcite;belemnite;temperate
131,6639028;0,33;1,24;calcite;belemnite;temperate
131,6751613;-0,25;1,19;calcite;belemnite;temperate
131,6751613;-0,09;1,29;calcite;belemnite;temperate
131,6751613;-0,12;1,02;calcite;belemnite;temperate
131,6908036;0,24;0,25;calcite;belemnite;temperate
131,6948387;0,5;0,81;calcite;belemnite;temperate
131,6948387;0,24;0,25;calcite;belemnite;temperate
131,6948387;0,37;-0,35;calcite;belemnite;tropical/subtropical
131,704254;0,4;0,81;calcite;belemnite;temperate
131,733247;0,32;0,9;calcite;belemnite;temperate
131,7341935;0,62;1,42;calcite;belemnite;temperate
131,7341935;0,32;0,9;calcite;belemnite;temperate
131,7347415;0,64;0,96;calcite;belemnite;temperate
131,742214;0,22;1,09;calcite;belemnite;temperate
131,750882;0,29;1,19;calcite;belemnite;temperate
131,753871;0,68;1,52;calcite;belemnite;temperate
131,753871;0,56;1,23;calcite;belemnite;temperate
131,753871;0,29;1,19;calcite;belemnite;temperate
131,7735484;-0,09;-0,3;calcite;belemnite;tropical/subtropical
131,8129032;-1,6;-0,5;calcite;belemnite;temperate
131,8129032;-1;-0,9;calcite;belemnite;temperate
131,8325806;-0,8;0,05;calcite;belemnite;tropical/subtropical
131,8522581;0,79;0,86;calcite;belemnite;temperate
131,8903011;0,56;1,23;calcite;belemnite;temperate
131,9112903;0,36;0,32;calcite;belemnite;tropical/subtropical
131,9703226;-0,47;0,43;calcite;belemnite;tropical/subtropical
131,99;0,59;0,05;calcite;belemnite;tropical/subtropical
132,0096774;-0,5;0;calcite;belemnite;temperate
132,0096774;-1,4;-0,3;calcite;belemnite;temperate
132,0096774;0;0,7;calcite;belemnite;temperate
132,0096774;0,09;0,16;calcite;belemnite;tropical/subtropical
132,0516129;-0,6;1,36;calcite;belemnite;temperate
132,1290538;0,68;1,52;calcite;belemnite;temperate
132,2064516;-1,8;-0,2;calcite;belemnite;temperate
132,2851613;0,11;0,61;calcite;belemnite;temperate
132,2965535;1,11;0,83;calcite;belemnite;temperate
132,381362;-0,49;1,21;calcite;belemnite;temperate
132,4032258;-2;-1,1;calcite;belemnite;temperate
132,4032258;-3,2;-0,9;calcite;belemnite;temperate
132,4032258;-0,1;1;calcite;belemnite;temperate
132,4032258;-0,7;1;calcite;belemnite;temperate
132,4084041;0,48;1,37;calcite;belemnite;temperate
132,4229032;-0,08;0,97;calcite;belemnite;tropical/subtropical
132,4229032;-0,15;0,14;calcite;belemnite;tropical/subtropical
132,4332598;0,11;0,61;calcite;belemnite;temperate
132,4425806;0,3;-0,05;calcite;belemnite;tropical/subtropical
108,9670081;-0,24;4,55;calcite;belemnite;temperate
132,4622581;-0,5;0,342542723;calcite;belemnite;tropical/subtropical
132,4767572;0,17;0,88;calcite;belemnite;temperate
132,4819355;0,17;0,88;calcite;belemnite;temperate
132,5016129;-1,5;0,2;calcite;belemnite;temperate
132,5016129;-0,3;0,6;calcite;belemnite;temperate
132,5388964;0,35;1,71;calcite;belemnite;temperate
132,5420034;0,46;0,88;calcite;belemnite;temperate
132,6;0,46;0,88;calcite;belemnite;temperate
132,6;0,68;0,81;calcite;belemnite;temperate
132,6;0,43;-0,6;calcite;belemnite;temperate
132,6;-1,9;0,3;calcite;belemnite;temperate
132,6;-1,1;0,2;calcite;belemnite;temperate
132,6;-1,5;0;calcite;belemnite;temperate
132,6;-0,8;-0,2;calcite;belemnite;temperate
132,6927273;0,33;0,83;calcite;belemnite;tropical/subtropical
132,7576364;0;0,45;calcite;belemnite;tropical/subtropical
132,8622857;-0,18;1,8;calcite;belemnite;subpolar/polar
132,8781818;-0,2;1;calcite;belemnite;temperate
132,8781818;-1,4;1,1;calcite;belemnite;temperate
132,9709091;0,424484254;0,98618098;calcite;belemnite;tropical/subtropical
133,1378182;0,343900634;1,421636453;calcite;belemnite;tropical/subtropical
133,1563636;-0,7;0,5;calcite;belemnite;temperate
133,1563636;-2,7;0;calcite;belemnite;temperate
133,2212727;0,021265094;0,614238633;calcite;belemnite;tropical/subtropical
133,2769091;0,013734851;0,170372346;calcite;belemnite;tropical/subtropical
133,2954545;-0,48;0,02;calcite;belemnite;temperate
133,2954545;0;0;calcite;belemnite;temperate
133,2954545;0,2;0,6;calcite;belemnite;temperate
133,2954545;-0,57;-0,03;calcite;belemnite;temperate
133,2954545;-1,7;1,5;calcite;belemnite;temperate
133,2954545;0,5;0,3;calcite;belemnite;temperate
133,3047273;0,188638356;0,391740033;calcite;belemnite;tropical/subtropical
133,4345455;-2,2;3,9;calcite;belemnite;temperate
133,4345455;-0,8;0;calcite;belemnite;temperate
133,6014545;-0,100792175;0,001288559;calcite;belemnite;tropical/subtropical
133,62;-0,149703543;-0,590340013;calcite;belemnite;tropical/subtropical
184,78;-0,98;1,5;calcite;belemnite;temperate
133,6941818;0,03309534;0,527160722;calcite;belemnite;tropical/subtropical
133,722;-0,11782038;0,864989261;calcite;belemnite;tropical/subtropical
133,7948571;0;1,92;calcite;belemnite;subpolar/polar
133,7948571;0,22;1,6;calcite;belemnite;subpolar/polar
133,8054545;-0,5;0,1;calcite;belemnite;temperate
133,8054545;-2,5;-0,6;calcite;belemnite;temperate
133,8147273;-1,73;0,06;calcite;belemnite;temperate
133,8147273;-0,2;1;calcite;belemnite;temperate
133,8147273;0,1;1,9;calcite;belemnite;temperate
133,8147273;0,37;2,25;calcite;belemnite;temperate
133,8147273;0,305582398;-0,480523114;calcite;belemnite;tropical/subtropical
133,8518182;-0,23;1,37;calcite;belemnite;tropical/subtropical
133,9352727;0,085168953;0,647819333;calcite;belemnite;tropical/subtropical
184,316;-1,01;1,95;calcite;belemnite;temperate
134,0001818;-0,035560866;-0,863543147;calcite;belemnite;tropical/subtropical
134,0465455;0,016427465;0,880486339;calcite;belemnite;tropical/subtropical
134,0650909;-1,47;0,11;calcite;belemnite;temperate
134,0650909;-1,57;-0,55;calcite;belemnite;temperate
134,0836364;-1,5;1,3;calcite;belemnite;temperate
134,1670909;0,081431938;0,530028933;calcite;belemnite;tropical/subtropical
134,2041818;0,015957852;1,108912393;calcite;belemnite;tropical/subtropical
134,2783636;0,0242558;-0,311055269;calcite;belemnite;tropical/subtropical
134,3247273;-0,085687898;1,039912715;calcite;belemnite;tropical/subtropical
134,3618182;0,9;1,7;calcite;belemnite;temperate
134,3618182;-1;0,1;calcite;belemnite;temperate
134,3618182;0,00558204;0,319843223;calcite;belemnite;tropical/subtropical
134,4081818;-0,493455245;0,457377784;calcite;belemnite;tropical/subtropical
134,4452727;0,10768781;0,698826014;calcite;belemnite;tropical/subtropical
134,4638182;0,347551523;1,534657463;calcite;belemnite;tropical/subtropical
134,4916364;-0,049146439;0,320933183;calcite;belemnite;tropical/subtropical
134,5101818;1,1;1,4;calcite;belemnite;tropical/subtropical
134,5194545;0,142137481;0,003452589;calcite;belemnite;tropical/subtropical
134,5287273;0,01320859;0,560616281;calcite;belemnite;tropical/subtropical
134,5472727;0,045043575;-0,003227887;calcite;belemnite;tropical/subtropical
134,5750909;0,094618392;0,766386115;calcite;belemnite;tropical/subtropical
134,6029091;0,196511127;1,52439998;calcite;belemnite;tropical/subtropical
134,6214545;-0,036329301;1,146090904;calcite;belemnite;tropical/subtropical
134,6214545;0,223243676;0,658568625;calcite;belemnite;tropical/subtropical
184,0010135;-0,4;2,2;calcite;belemnite;temperate
134,6492727;-0,75;0,31;calcite;belemnite;tropical/subtropical
134,6585455;-0,018572567;0,974314439;calcite;belemnite;tropical/subtropical
134,6585455;-0,280571824;-0,001388967;calcite;belemnite;tropical/subtropical
134,6770909;-0,151560541;1,770569763;calcite;belemnite;tropical/subtropical
134,6770909;-0,217974583;1,262470373;calcite;belemnite;tropical/subtropical
134,6863636;-0,028457203;1,000643724;calcite;belemnite;tropical/subtropical
134,7049091;-0,008564504;0,689757595;calcite;belemnite;tropical/subtropical
134,7049091;-0,257341158;0,679594927;calcite;belemnite;tropical/subtropical
134,7234545;-0,001312645;0,218498208;calcite;belemnite;tropical/subtropical
134,7883636;0,130293583;1,527104976;calcite;belemnite;tropical/subtropical
134,7976364;0,229718102;1,558321485;calcite;belemnite;tropical/subtropical
134,844;-0,070333593;0,817390879;calcite;belemnite;tropical/subtropical
134,8718182;-0,38;0,04;calcite;belemnite;tropical/subtropical
134,8810909;-0,444594677;1,160611393;calcite;belemnite;tropical/subtropical
134,8903636;0,091519321;1,43005502;calcite;belemnite;tropical/subtropical
134,8996364;-0,34;-0,28;calcite;belemnite;tropical/subtropical
134,9089091;-0,066862619;1,000275824;calcite;belemnite;tropical/subtropical
134,9181818;-0,16;0,21;calcite;belemnite;tropical/subtropical
134,9274545;0,002770112;1,526803684;calcite;belemnite;tropical/subtropical
134,9314286;0,2;1,8;calcite;belemnite;subpolar/polar
134,9314286;0,4;2;calcite;belemnite;subpolar/polar
134,9552727;-0,626466692;1,148992728;calcite;belemnite;tropical/subtropical
135,044228;-0,63;-1,9;calcite;belemnite;tropical/subtropical
135,0943636;-0,476615134;0,091623884;calcite;belemnite;tropical/subtropical
135,1221818;-0,13844277;0,427987847;calcite;belemnite;tropical/subtropical
135,1778182;-0,252200006;0,398452395;calcite;belemnite;tropical/subtropical
135,2149091;-0,257288748;1,391282389;calcite;belemnite;tropical/subtropical
135,2798182;0,051222203;-0,364969546;calcite;belemnite;tropical/subtropical
135,3192666;-0,79;-0,92;calcite;belemnite;tropical/subtropical
135,354;0,1;-0,72;calcite;belemnite;temperate
135,3620952;0,25;2,25;calcite;belemnite;subpolar/polar
135,3620952;0,4;1,65;calcite;belemnite;subpolar/polar
135,3749856;-0,02;-0,24;calcite;belemnite;temperate
135,3818182;-0,46;-0,24;calcite;belemnite;temperate
135,3818182;-0,09;-0,92;calcite;belemnite;temperate
135,3910909;0,15;0,07;calcite;belemnite;temperate
135,3910909;0,430110527;-0,421529019;calcite;belemnite;tropical/subtropical
135,456;0,04;-0,31;calcite;belemnite;temperate
135,456;-0,538969601;-1,501386706;calcite;belemnite;tropical/subtropical
135,4838182;-0,25;-0,27;calcite;belemnite;temperate
135,5116364;-0,34;-0,32;calcite;belemnite;temperate
135,6139507;-0,48;-2,27;calcite;belemnite;tropical/subtropical
135,66;-0,246452174;-0,805850064;calcite;belemnite;tropical/subtropical
135,6692727;-0,16;0,08;calcite;belemnite;temperate
135,6692727;-0,16;-0,85;calcite;belemnite;temperate
135,6785455;-0,266452937;-2,064551365;calcite;belemnite;tropical/subtropical
135,6842067;0,26;-0,8;calcite;belemnite;temperate
135,6970909;-0,35;0,76;calcite;belemnite;temperate
135,6970909;-0,4;-0,22;calcite;belemnite;temperate
135,75147;-1,36;-2,41;calcite;belemnite;tropical/subtropical
135,7529225;-0,6;0,14;calcite;belemnite;temperate
135,7805455;-0,03;-1,58;calcite;belemnite;temperate
135,7805455;0,47;-0,02;calcite;belemnite;temperate
135,7805455;0,07;-0,9;calcite;belemnite;temperate
135,8176364;0,131432302;-0,577716794;calcite;belemnite;tropical/subtropical
135,8269091;-0,86;-1,38;calcite;belemnite;temperate
135,8361818;-0,398845366;0,014926137;calcite;belemnite;tropical/subtropical
135,8542857;0,2;0,4;calcite;belemnite;tropical/subtropical
135,8731751;-0,29;-0,71;calcite;belemnite;temperate
135,8889892;-0,59;-0,83;calcite;belemnite;tropical/subtropical
135,9289091;0,07;-0,59;calcite;belemnite;temperate
135,9381818;-0,402559215;-2,887577051;calcite;belemnite;tropical/subtropical
136,0123636;-0,08;0,31;calcite;belemnite;temperate
136,0265085;-0,95;-0,86;calcite;belemnite;tropical/subtropical
136,0388571;0,4;2,05;calcite;belemnite;subpolar/polar
136,0388571;0,1;1,85;calcite;belemnite;subpolar/polar
136,0449646;-0,86;-1,38;calcite;belemnite;temperate
136,0587273;-0,322059578;-1,230570589;calcite;belemnite;tropical/subtropical
136,0865455;-0,034831212;-1,173350595;calcite;belemnite;tropical/subtropical
136,1792727;-0,152057599;-1,1948933;calcite;belemnite;tropical/subtropical
136,2163636;0,58;0,63;calcite;belemnite;temperate
136,2163636;-0,01;-0,42;calcite;belemnite;temperate
136,272;-0,390197093;-0,684744014;calcite;belemnite;tropical/subtropical
136,2812727;-0,09;-0,35;calcite;belemnite;temperate
136,3090909;-1,34;1,28;calcite;belemnite;temperate
136,3090909;-0,05;-0,28;calcite;belemnite;temperate
136,3090909;-0,04;-0,15;calcite;belemnite;temperate
136,3090909;0,01;-0,41;calcite;belemnite;temperate
136,3183636;0,00608304;-1,094124029;calcite;belemnite;tropical/subtropical
153,5900542;0,28;3,5;calcite;belemnite;temperate
136,3461818;-0,35;-0,74;calcite;belemnite;temperate
136,3461818;-0,49;0,04;calcite;belemnite;temperate
136,4018182;-0,82;0,42;calcite;belemnite;temperate
136,4018182;-3,4;-1,8;calcite;brachiopod;tropical/subtropical
136,4018182;-2,9;-1,5;calcite;brachiopod;tropical/subtropical
136,4018182;-2,6;-1;calcite;brachiopod;tropical/subtropical
136,4018182;-1,2;-0,6;calcite;brachiopod;tropical/subtropical
136,4110909;0,06;-0,04;calcite;belemnite;temperate
136,4110909;-0,43;0,43;calcite;belemnite;temperate
136,4389091;-0,1;-0,2;calcite;belemnite;temperate
136,4481818;-0,180525621;-1,922600473;calcite;belemnite;tropical/subtropical
136,4695238;0;0,35;calcite;belemnite;subpolar/polar
136,476;-0,2175;-2,95;calcite;belemnite;tropical/subtropical
136,5223636;-0,208889078;-1,080986658;calcite;belemnite;tropical/subtropical
136,578;-0,2;-0,77;calcite;belemnite;tropical/subtropical
136,5872727;-0,113684951;-0,635743948;calcite;belemnite;tropical/subtropical
136,6336364;-0,63;-0,71;calcite;belemnite;temperate
136,68;-0,4;-1,49;calcite;belemnite;tropical/subtropical
136,6985455;-0,2;0,12;calcite;belemnite;temperate
136,7771429;1,2;0,62;calcite;belemnite;subpolar/polar
