age;d18O_VPDB;d13C_VPDB;mineralogy;group;clim_zone
188,0618418;0,07;2,03;calcite;belemnite;tropical/subtropical
188,0653289;-0,46;1,34;calcite;belemnite;tropical/subtropical
177,9933989;-1,3;0,2;calcite;belemnite;temperate
188,0774074;-0,694;1,795;calcite;belemnite;tropical/subtropical
188,0827644;-0,74;-0,66;calcite;belemnite;tropical/subtropical
188,0827644;-1,15;1,12;calcite;belemnite;tropical/subtropical
188,0862515;-0,69;1,01;calcite;belemnite;tropical/subtropical
188,1096296;-1,113;1,706;calcite;belemnite;tropical/subtropical
188,1141483;-0,83;1,54;calcite;belemnite;tropical/subtropical
188,1311111;-1,22;0,43;calcite;belemnite;temperate
188,1350709;-0,83;;calcite;belemnite;tropical/subtropical
188,138558;-1,08;2,28;calcite;belemnite;temperate
188,138558;-0,27;1,6;calcite;belemnite;tropical/subtropical
188,138558;-0,88;1,73;calcite;belemnite;tropical/subtropical
188,1413214;-1,06;2,49;calcite;belemnite;temperate
188,1413214;-2,01;3,06;calcite;belemnite;temperate
188,1613028;-2,31;1,88;calcite;belemnite;temperate
188,2234673;-2,67;1,77;calcite;belemnite;temperate
188,2267976;-2,51;2,87;calcite;belemnite;temperate
188,2328957;-1,78;1,52;calcite;belemnite;temperate
177,9933989;-1,2;0,67;calcite;belemnite;temperate
188,2879956;-0,52;2,37;calcite;belemnite;temperate
188,3082001;-1,52;0,73;calcite;belemnite;tropical/subtropical
188,3082001;-1,65;0,79;calcite;belemnite;tropical/subtropical
177,9933989;-1,36;0,03;calcite;belemnite;temperate
188,3568705;-2,55;3,36;calcite;belemnite;temperate
188,3637579;-2,92;3,77;calcite;belemnite;temperate
186,056;0,15;2,3;calcite;belemnite;temperate
188,3781481;-1,336;0,854;calcite;belemnite;tropical/subtropical
188,4038011;0,2272005;1,178404;calcite;belemnite;temperate
188,4105928;-2,07;2,47;calcite;belemnite;temperate
175,4280057;-0,47;0,47;calcite;belemnite;temperate
182,2305517;-1,48;1,28;calcite;belemnite;temperate
188,4645757;-0,69;0,59;calcite;belemnite;tropical/subtropical
188,4877326;-2,88;2,14;calcite;belemnite;temperate
186,172;-1,2;3,9;calcite;belemnite;temperate
188,4970146;-2,38;2,77;calcite;belemnite;temperate
188,5032813;-2,91;2,57;calcite;belemnite;temperate
188,5177778;-1,21;0,51;calcite;belemnite;temperate
188,5368481;-1,59;1,1;calcite;belemnite;tropical/subtropical
188,5442239;-1,44;-0,31;calcite;belemnite;tropical/subtropical
175,2116787;-3,05;-0,42;calcite;belemnite;temperate
188,5732;0,066;0,059;calcite;belemnite;temperate
188,5841574;-1,23;2,75;calcite;belemnite;temperate
175,4880632;-0,69;-0,19;calcite;belemnite;temperate
188,6696115;-0,21;;calcite;belemnite;tropical/subtropical
188,6696115;-0,25;;calcite;belemnite;tropical/subtropical
188,7111111;-1,3;0,07;calcite;belemnite;temperate
188,7111111;-1,475;0,303;calcite;belemnite;temperate
188,7433333;-1,064;1,919;calcite;belemnite;tropical/subtropical
188,7802476;-1,62;;calcite;belemnite;tropical/subtropical
188,8094669;-0,49632;1,929577;calcite;belemnite;temperate
180,0621938;-1,27;1,24;calcite;belemnite;temperate
184,2567111;-0,44;1,48;calcite;belemnite;temperate
188,8392536;-0,96;0,79;calcite;belemnite;tropical/subtropical
188,8392536;-1,31;1,69;calcite;belemnite;tropical/subtropical
186,752;-0,85;2,1;calcite;belemnite;temperate
186,752;-0,15;2,6;calcite;belemnite;temperate
188,9019658;-0,84;0,9;calcite;belemnite;tropical/subtropical
188,942514;-1,25;-0,09;calcite;belemnite;tropical/subtropical
188,942514;-1,62;1,03;calcite;belemnite;tropical/subtropical
187,216;-0,5;0,8;calcite;belemnite;temperate
177,8033989;-1,12;0,15;calcite;belemnite;temperate
177,4252989;-1,01;-0,01;calcite;belemnite;temperate
188,9939627;-1,13;2,84;calcite;belemnite;temperate
189,0162714;-1,93;;calcite;belemnite;tropical/subtropical
177,3302989;-1,28;-0,05;calcite;belemnite;temperate
189,0333333;-0,68;0,81;calcite;belemnite;tropical/subtropical
177,3302989;-1,11;-0,25;calcite;belemnite;temperate
189,0591074;-0,709037;0,6150235;calcite;belemnite;temperate
177,2352989;-1,3;0,47;calcite;belemnite;temperate
187,332;-1,25;0,45;calcite;belemnite;temperate
189,0903874;-2,53;3,47;calcite;belemnite;temperate
189,0947704;-0,999;1,205;calcite;belemnite;temperate
189,0947704;-0,73;0,646;calcite;belemnite;temperate
189,0947704;-0,33;0,863;calcite;belemnite;temperate
189,0947704;-0,023;1,843;calcite;belemnite;temperate
189,0974046;-1,9;;calcite;belemnite;tropical/subtropical
189,1248249;-2,83;2,51;calcite;belemnite;temperate
189,141659;-1,08;1,78;calcite;belemnite;tropical/subtropical
189,141659;-1,28;;calcite;belemnite;tropical/subtropical
189,1637862;-1,42;;calcite;belemnite;tropical/subtropical
189,171162;-1,24;1,18;calcite;belemnite;tropical/subtropical
189,1818187;-2,56;3,48;calcite;belemnite;temperate
187,448;-1,2;0,5;calcite;belemnite;temperate
189,2051852;-0,84;0,9;calcite;belemnite;tropical/subtropical
189,2070702;-0,61;0,64;calcite;belemnite;tropical/subtropical
189,2252529;-1,78;2,5;calcite;belemnite;temperate
189,2272272;-0,9;3,05;calcite;belemnite;temperate
189,2331501;0,25;1,02;calcite;belemnite;temperate
189,2481481;-1,151;0,893;calcite;belemnite;temperate
176,7286322;-1,62;-0,37;calcite;belemnite;temperate
187,564;-1,5;0,05;calcite;belemnite;temperate
189,3176744;-2,38;3,01;calcite;belemnite;temperate
189,3176744;-1,78;1,06;calcite;belemnite;temperate
189,344697;-2,27;1,25;calcite;belemnite;temperate
189,3555556;-0,495967;0,2394366;calcite;belemnite;temperate
189,3555556;-0,854107;0,6150235;calcite;belemnite;temperate
189,3555556;-2,423;2,794;calcite;belemnite;temperate
189,3555556;-2,98;2,45;calcite;belemnite;temperate
189,3555556;-1,736;0,346;calcite;belemnite;tropical/subtropical
189,3555556;-1,32;;calcite;belemnite;tropical/subtropical
189,3555556;-1,68;0,66;calcite;belemnite;tropical/subtropical
189,3555556;-0,39;2,09;calcite;belemnite;tropical/subtropical
189,3815481;-1,6;1,6;calcite;belemnite;tropical/subtropical
189,4092593;-3,331;2,613;calcite;belemnite;temperate
189,4547145;-0,722;1,62;calcite;belemnite;temperate
189,4547145;-0,482;1,667;calcite;belemnite;temperate
189,4638463;-2,15;1,86;calcite;belemnite;temperate
189,4844444;-2,503;2,061;calcite;belemnite;temperate
184,2107407;-1,54;1,44;calcite;belemnite;temperate
187,796;-1,1;0,95;calcite;belemnite;temperate
187,912;-2,5;2,7;calcite;belemnite;temperate
175,1936615;-1,48;0,79;calcite;belemnite;temperate
189,5703704;-2,477;0,688;calcite;belemnite;tropical/subtropical
189,6116148;-1,5;0,4;calcite;belemnite;tropical/subtropical
189,6167274;-1,9;0,8;calcite;belemnite;tropical/subtropical
175,5000747;-1,36;0,69;calcite;belemnite;temperate
189,6455556;-0,64;0,88;calcite;belemnite;temperate
187,912;-2,45;2,8;calcite;belemnite;temperate
189,6536767;-0,535;1,903;calcite;belemnite;temperate
189,6536767;-1,044;0,959;calcite;belemnite;temperate
189,6536767;-1,116;0,946;calcite;belemnite;temperate
189,6777778;-2,402;0,11;calcite;belemnite;tropical/subtropical
189,6992593;-1,05;0,24;calcite;belemnite;temperate
189,7036415;-1,1;-0,5;calcite;belemnite;tropical/subtropical
189,71;-2;0,97;calcite;belemnite;tropical/subtropical
189,7133654;-1,32;;calcite;belemnite;tropical/subtropical
175,5577299;-1,52;0,13;calcite;belemnite;temperate
189,7314815;-1,44;1,03;calcite;belemnite;temperate
189,7314815;-2,249;1,061;calcite;belemnite;tropical/subtropical
180,0242057;-2,19;0,63;calcite;belemnite;temperate
189,8174074;-2,823;2,854;calcite;belemnite;temperate
181,9409655;-1,55;1,82;calcite;belemnite;temperate
189,8467941;-2;0,8;calcite;belemnite;tropical/subtropical
188,028;-3,3;2,05;calcite;belemnite;temperate
189,8866552;-0,48;;calcite;belemnite;tropical/subtropical
189,8866552;-1,59;;calcite;belemnite;tropical/subtropical
189,8925926;-3,55;1,99;calcite;belemnite;temperate
184,2945185;0,05;1,11;calcite;belemnite;temperate
189,9643837;-1,4;1,3;calcite;belemnite;tropical/subtropical
189,9677778;-3,64;1,81;calcite;belemnite;temperate
189,9720164;-0,383;1,244;calcite;belemnite;temperate
189,9720164;-1,118;0,241;calcite;belemnite;temperate
189,9950593;-1,9;0;calcite;belemnite;tropical/subtropical
188,376;-2,5;0,9;calcite;belemnite;temperate
188,492;-0,65;1;calcite;belemnite;temperate
190,0107617;-2,41715;3,131455;calcite;belemnite;temperate
190,042963;-2,845;2,678;calcite;belemnite;temperate
190,0483922;-1,49;;calcite;belemnite;tropical/subtropical
190,0666356;-1;0,2;calcite;belemnite;tropical/subtropical
190,0714975;-1,97;;calcite;belemnite;tropical/subtropical
190,0751852;-1,322;1,002;calcite;belemnite;temperate
190,0751852;-2,58;2,55;calcite;belemnite;temperate
190,1024237;-1;0,7;calcite;belemnite;tropical/subtropical
188,84;-2,85;1,8;calcite;belemnite;temperate
188,84;-1,4;2,95;calcite;belemnite;temperate
188,956;-3,6;2,7;calcite;belemnite;temperate
190,1170637;-3,46;2,34;calcite;belemnite;temperate
179,9862177;-1,57;1,07;calcite;belemnite;temperate
190,1406107;-1,423438;1,929577;calcite;belemnite;temperate
190,143124;-1,13;;calcite;belemnite;tropical/subtropical
190,143124;-1,8;;calcite;belemnite;tropical/subtropical
190,1503704;-1,321;0,071;calcite;belemnite;temperate
190,1503704;-3,035;2,492;calcite;belemnite;temperate
190,1510824;-0,51;0,22;calcite;belemnite;temperate
190,1510824;-0,156;1,353;calcite;belemnite;temperate
190,1510824;-0,43;0,996;calcite;belemnite;temperate
190,1510824;-0,478;-0,744;calcite;belemnite;temperate
190,1510824;-0,119;-0,102;calcite;belemnite;temperate
190,1688874;-1,5;1;calcite;belemnite;tropical/subtropical
190,1746393;-2,17;2,54;calcite;belemnite;temperate
189,9503778;-1,68;0,93;calcite;belemnite;temperate
190,1842252;-0,6;2,3;calcite;belemnite;tropical/subtropical
190,1844828;-2,31;1,56;calcite;belemnite;temperate
190,1933333;-1,613;0,301;calcite;belemnite;temperate
190,1933333;-1,278;-0,093;calcite;belemnite;temperate
190,2262715;-1,87;0,67;calcite;belemnite;temperate
189,072;-2,6;2,5;calcite;belemnite;temperate
189,188;-3;2,45;calcite;belemnite;temperate
190,234856;-3,251368;3,732394;calcite;belemnite;temperate
190,2390447;-2,732707;3,169014;calcite;belemnite;temperate
182,9508046;0,13;0,87;calcite;belemnite;temperate
190,2597025;-1,4;3,26;calcite;belemnite;temperate
190,2685185;-1,591;1,621;calcite;belemnite;temperate
190,2762519;-0,8;1,5;calcite;belemnite;tropical/subtropical
190,2788372;-2,231115;2,455399;calcite;belemnite;temperate
190,2792593;-1,229;1,781;calcite;belemnite;temperate
190,29;-1,722;0,689;calcite;belemnite;temperate
190,3007407;-1,27;1,228;calcite;belemnite;temperate
190,3265644;-3,29;-0,68;calcite;belemnite;temperate
190,3437037;-0,682;1,175;calcite;belemnite;temperate
189,304;-1,3;0,05;calcite;belemnite;temperate
190,3529407;-2,6;0,5;calcite;belemnite;tropical/subtropical
190,3544444;-1,11;1,94;calcite;belemnite;temperate
190,3866667;-0,988;0,786;calcite;belemnite;temperate
190,3974074;-1,826;0,527;calcite;belemnite;temperate
190,4003089;-1,14316;2,004695;calcite;belemnite;temperate
190,4003089;-3,497999;2,605634;calcite;belemnite;temperate
190,4040667;-2,5;1;calcite;belemnite;tropical/subtropical
190,4081481;-0,41;1,87;calcite;belemnite;temperate
190,4097334;-0,88;1,05;calcite;belemnite;temperate
182,9508046;-0,08;2,43;calcite;belemnite;temperate
190,4142919;-1,8;1,2;calcite;belemnite;tropical/subtropical
190,4296296;-0,420825;1,028169;calcite;belemnite;temperate
190,4296296;-1,73;0,703;calcite;belemnite;temperate
190,4296296;-1,99;;calcite;belemnite;tropical/subtropical
190,4296296;-3,23;;calcite;belemnite;tropical/subtropical
190,4296296;-1,58;2,92;calcite;belemnite;tropical/subtropical
190,4435728;-1,01;1,52;calcite;belemnite;temperate
190,4435728;-0,86;1;calcite;belemnite;temperate
190,4688447;-0,601;2,469;calcite;belemnite;temperate
190,4688447;-0,347;2,326;calcite;belemnite;temperate
190,4688447;-0,485;2,872;calcite;belemnite;temperate
190,4688447;-2,1;0,3;calcite;belemnite;tropical/subtropical
190,4688447;-1,4;1;calcite;belemnite;tropical/subtropical
190,4688447;-1,5;1,3;calcite;belemnite;tropical/subtropical
190,4688447;-1,4;0,6;calcite;belemnite;tropical/subtropical
190,4688447;-2,6;0,8;calcite;belemnite;tropical/subtropical
190,4723348;-1,863;0,18;calcite;belemnite;temperate
190,4784318;-0,91;2,73;calcite;belemnite;temperate
190,479179;-1,2;0,5;calcite;belemnite;tropical/subtropical
190,4844508;-1,58;1,57;calcite;belemnite;temperate
190,4954858;-3,73;2;calcite;belemnite;temperate
190,5095303;-2,62;2,99;calcite;belemnite;temperate
190,5124483;-1,7;0,4;calcite;belemnite;tropical/subtropical
190,5225106;-1,6;1;calcite;belemnite;tropical/subtropical
190,5267259;-1,78;2,785;calcite;belemnite;temperate
190,5308959;-2,2;1,1;calcite;belemnite;tropical/subtropical
190,5336507;-0,56;2,71;calcite;belemnite;tropical/subtropical
190,5336507;-0,73;2,94;calcite;belemnite;tropical/subtropical
190,5336507;-0,95;;calcite;belemnite;tropical/subtropical
190,5336507;-1,26;2,38;calcite;belemnite;tropical/subtropical
190,5395985;-2,8;1;calcite;belemnite;tropical/subtropical
190,539946;-1,1;;calcite;belemnite;tropical/subtropical
190,539946;-1,32;;calcite;belemnite;tropical/subtropical
190,539946;-1,33;0,99;calcite;belemnite;tropical/subtropical
190,539946;-1,38;1,01;calcite;belemnite;tropical/subtropical
190,539946;-1,45;1,51;calcite;belemnite;tropical/subtropical
190,539946;-2,33;1,36;calcite;belemnite;tropical/subtropical
190,5434965;-1,6;1,3;calcite;belemnite;tropical/subtropical
190,5436384;-0,28;1,78;calcite;belemnite;temperate
190,5476665;-1;0,9;calcite;belemnite;tropical/subtropical
190,5516638;-1,44;1,6;calcite;belemnite;temperate
190,5532416;-3;1,2;calcite;belemnite;tropical/subtropical
190,5556842;-1,61;;calcite;belemnite;tropical/subtropical
190,56276;-1,9;0,4;calcite;belemnite;tropical/subtropical
190,5710875;-1,35;3;calcite;belemnite;temperate
190,5720519;-1,051;2,88;calcite;belemnite;temperate
190,5761765;-1,5;1,8;calcite;belemnite;tropical/subtropical
190,5795306;-2,3;1;calcite;belemnite;tropical/subtropical
189,536;-0,4;1,9;calcite;belemnite;temperate
190,5897846;-2,83;2,42;calcite;belemnite;temperate
190,5901822;-1,69;2,46;calcite;belemnite;temperate
190,5929471;-2,6;1,4;calcite;belemnite;tropical/subtropical
190,5934558;-1,11;;calcite;belemnite;tropical/subtropical
190,59781;-0,53;3,05;calcite;belemnite;temperate
190,5980689;-0,4;1,6;calcite;belemnite;tropical/subtropical
190,6028987;-0,84;;calcite;belemnite;tropical/subtropical
190,6028987;-1,12;;calcite;belemnite;tropical/subtropical
190,6028987;-1,35;;calcite;belemnite;tropical/subtropical
190,6028987;-1,47;;calcite;belemnite;tropical/subtropical
190,6048322;-1,52;2,62;calcite;belemnite;temperate
190,6078418;-1,01;2,83;calcite;belemnite;temperate
190,6083126;-0,704;0,131;calcite;belemnite;temperate
190,6096627;-0,7;1,8;calcite;belemnite;temperate
190,6168704;-4,11;1,48;calcite;belemnite;temperate
190,6238926;-4,13;0,7;calcite;belemnite;temperate
190,6248112;-2,1;1,4;calcite;belemnite;tropical/subtropical
190,625899;-2,79;2,25;calcite;belemnite;temperate
190,625899;-0,14;1,98;calcite;belemnite;temperate
190,6298424;-2,9;1;calcite;belemnite;tropical/subtropical
190,6355081;-0,538;1,36;calcite;belemnite;temperate
190,6467943;-0,7;1,1;calcite;belemnite;tropical/subtropical
190,6536385;-1,223;2,616;calcite;belemnite;temperate
190,6627037;-1,373;2,944;calcite;belemnite;temperate
190,6650229;0,02;2,3;calcite;belemnite;temperate
190,6650229;-4,11;0,98;calcite;belemnite;temperate
190,6685341;-0,53;2,37;calcite;belemnite;temperate
190,6717689;-0,543;1,101;calcite;belemnite;temperate
190,6717689;-1,324;-0,439;calcite;belemnite;temperate
190,675123;-2;0,5;calcite;belemnite;tropical/subtropical
190,6868132;-0,112;1,83;calcite;belemnite;temperate
190,6868132;0,219;2,06;calcite;belemnite;temperate
190,6868132;-2,21;1,552;calcite;belemnite;temperate
190,6868132;-0,456;1,441;calcite;belemnite;temperate
190,6868132;-0,693;1,754;calcite;belemnite;temperate
190,6915475;-1,493508;2,793427;calcite;belemnite;temperate
190,69418;-0,97;;calcite;belemnite;tropical/subtropical
190,7052647;-1,6;1;calcite;belemnite;tropical/subtropical
190,7052826;0,3502654;1,328638;calcite;belemnite;temperate
190,7053101;-2,2;1,8;calcite;belemnite;tropical/subtropical
190,7086642;-2;1,9;calcite;belemnite;tropical/subtropical
190,728804;-1,36;;calcite;belemnite;tropical/subtropical
190,732143;-2,5;0,8;calcite;belemnite;tropical/subtropical
190,7442904;-0,864;1,919;calcite;belemnite;temperate
190,7518519;-0,7;3,3;calcite;brachiopod;temperate
190,7518519;-0,9;2,8;calcite;brachiopod;temperate
190,7518519;-1,7;1,5;calcite;brachiopod;temperate
190,7539448;-2,9;0,8;calcite;belemnite;tropical/subtropical
190,7571327;-1,26;;calcite;belemnite;tropical/subtropical
190,7571327;-1,38;;calcite;belemnite;tropical/subtropical
190,7624207;-1,322;0,24;calcite;belemnite;temperate
190,7624207;-1,295;1,522;calcite;belemnite;tropical/subtropical
190,7673613;-2,1;1,3;calcite;belemnite;tropical/subtropical
190,7714859;-0,576;2,136;calcite;belemnite;temperate
190,7714859;-0,447;1,786;calcite;belemnite;temperate
190,7715313;-1;0,3;calcite;belemnite;tropical/subtropical
190,7805511;-1,094;0,37;calcite;belemnite;temperate
190,7925172;-1,9;1;calcite;belemnite;tropical/subtropical
190,7933579;-4,67;1,45;calcite;belemnite;temperate
190,7968684;-1,4;0;calcite;belemnite;tropical/subtropical
190,7986815;-1,232;2,507;calcite;belemnite;temperate
190,8043942;-1,84;1,02;calcite;belemnite;tropical/subtropical
190,8076107;-2,4;1,4;calcite;belemnite;tropical/subtropical
190,8077467;-1,173;1,367;calcite;belemnite;temperate
190,8094916;-1,33;2,68;calcite;belemnite;temperate
190,8094916;-0,63;1,04;calcite;belemnite;temperate
189,536;-1,1;1,95;calcite;belemnite;temperate
190,8126419;-3,1;1;calcite;belemnite;tropical/subtropical
190,8144096;-1,7;1,2;calcite;belemnite;tropical/subtropical
190,8168119;-0,992;0,046;calcite;belemnite;temperate
190,8222056;-0,9;1,2;calcite;belemnite;tropical/subtropical
190,8319507;-1,5;1,9;calcite;belemnite;tropical/subtropical
190,8349422;-0,973;-0,025;calcite;belemnite;temperate
190,8440074;-0,128;2,498;calcite;belemnite;temperate
190,8440074;-1,049;0,28;calcite;belemnite;temperate
190,8455938;-1;1,7;calcite;belemnite;tropical/subtropical
190,8530726;-0,929;0,874;calcite;belemnite;temperate
190,8545683;-1,5;0,8;calcite;belemnite;tropical/subtropical
190,8621378;-0,696;1,558;calcite;belemnite;temperate
190,8672999;-1,53;;calcite;belemnite;tropical/subtropical
190,8672999;-1,72;-0,38;calcite;belemnite;tropical/subtropical
190,8672999;-1,74;1,07;calcite;belemnite;tropical/subtropical
190,871203;-0,973;0,263;calcite;belemnite;temperate
190,8767781;-0,5;0,8;calcite;belemnite;tropical/subtropical
190,8802681;-1,108;0,658;calcite;belemnite;temperate
190,8893333;-0,844508;2,15493;calcite;belemnite;temperate
190,8893333;-1,102572;1,929577;calcite;belemnite;temperate
190,8893333;-0,734;0,802;calcite;belemnite;temperate
190,8901604;-1,28;1,73;calcite;belemnite;temperate
190,8948274;-0,422621;2,004695;calcite;belemnite;temperate
190,8948274;-0,648428;1,85446;calcite;belemnite;temperate
190,8983985;-0,983;-0,081;calcite;belemnite;temperate
190,9074637;-0,821;1,47;calcite;belemnite;temperate
190,9235544;-1,2;0,3;calcite;belemnite;tropical/subtropical
190,9250048;-1,2;0,9;calcite;belemnite;tropical/subtropical
189,884;-1,7;2,5;calcite;belemnite;temperate
190,9341832;-0,57;1,15;calcite;belemnite;tropical/subtropical
190,9346593;-0,902;0,312;calcite;belemnite;temperate
190,9371975;-0,5;0,9;calcite;belemnite;tropical/subtropical
190,9396955;-1,03;1,28;calcite;belemnite;tropical/subtropical
190,9396955;-1,22;-0,13;calcite;belemnite;tropical/subtropical
190,9396955;-1,34;-0,24;calcite;belemnite;tropical/subtropical
190,9396955;-1,82;0,62;calcite;belemnite;tropical/subtropical
190,9430446;-1,1;-0,8;calcite;belemnite;tropical/subtropical
190,9527896;-1,695;-0,295;calcite;belemnite;temperate
190,9593051;-1,59;2,05;calcite;belemnite;temperate
190,9618548;-1,484;1,83;calcite;belemnite;temperate
190,97092;-1,098;1,034;calcite;belemnite;temperate
190,9799852;-1,441;0,168;calcite;belemnite;temperate
190,9887331;-3,1;1,2;calcite;belemnite;tropical/subtropical
190,9890504;-1,17;0,76;calcite;belemnite;temperate
190,9954153;0,006;2,49;calcite;belemnite;temperate
190,9954153;-0,446;1,932;calcite;belemnite;temperate
190,9954153;-0,895;0,547;calcite;belemnite;temperate
190,9963529;-1,05;1,28;calcite;belemnite;tropical/subtropical
191,0021496;-2,7;1,7;calcite;belemnite;tropical/subtropical
191,0071807;-0,91;-0,789;calcite;belemnite;temperate
191,0088578;-1,2;1,8;calcite;belemnite;tropical/subtropical
191,0210051;-1,2;1,1;calcite;belemnite;tropical/subtropical
191,0253111;-0,763;0,297;calcite;belemnite;temperate
191,0343763;-1,257;-1,062;calcite;belemnite;temperate
191,0399739;-1,28;2,11;calcite;belemnite;temperate
191,0399739;-0,94;2,2;calcite;belemnite;temperate
191,0434415;-1,269;0,863;calcite;belemnite;tropical/subtropical
191,044076;-2,3;1,2;calcite;belemnite;tropical/subtropical
191,0521894;-0,7;0,9;calcite;belemnite;tropical/subtropical
191,0750437;-0,91;;calcite;belemnite;tropical/subtropical
191,0750437;-1,76;;calcite;belemnite;tropical/subtropical
191,0750437;-2,12;;calcite;belemnite;tropical/subtropical
191,0775266;-1,2;0,2;calcite;belemnite;tropical/subtropical
191,0792943;-1,2;1,8;calcite;belemnite;tropical/subtropical
191,0833736;-0,6;0,3;calcite;belemnite;tropical/subtropical
191,0893566;-2,8;1,2;calcite;belemnite;tropical/subtropical
191,0931187;-1,5;-0,8;calcite;belemnite;tropical/subtropical
191,0990503;-2,27;1,42;calcite;belemnite;tropical/subtropical
191,1106598;-2,2;-0,7;calcite;belemnite;tropical/subtropical
191,1161896;-1,8;2,8;calcite;belemnite;tropical/subtropical
191,128201;-0,7;0,8;calcite;belemnite;tropical/subtropical
191,1317011;-0,73;;calcite;belemnite;tropical/subtropical
191,1398951;-1,6;0,5;calcite;belemnite;tropical/subtropical
191,1497163;0,15;0,85;calcite;belemnite;temperate
191,1503008;-0,170192;3,169014;calcite;belemnite;temperate
190,116;-1,95;0,4;calcite;belemnite;temperate
191,1613342;-2,4;0,4;calcite;belemnite;tropical/subtropical
191,1631775;-1,46;;calcite;belemnite;tropical/subtropical
191,1794193;-1,63;;calcite;belemnite;tropical/subtropical
191,1794193;-0,87;;calcite;belemnite;tropical/subtropical
191,1884844;-1,83;;calcite;belemnite;tropical/subtropical
191,1899802;-1,1;0,3;calcite;belemnite;tropical/subtropical
191,1925185;-0,5;1;calcite;belemnite;tropical/subtropical
191,1967019;-2,21;1,49;calcite;belemnite;temperate
191,1975496;-1,24;-0,2;calcite;belemnite;tropical/subtropical
191,1975496;-1,63;;calcite;belemnite;tropical/subtropical
191,1975496;-1,85;0,7;calcite;belemnite;tropical/subtropical
191,2042125;-0,9;0,6;calcite;belemnite;tropical/subtropical
191,2066148;-1,53;;calcite;belemnite;tropical/subtropical
191,2066148;-1,65;0,86;calcite;belemnite;tropical/subtropical
191,2256517;-0,7;0,6;calcite;belemnite;tropical/subtropical
191,241969;-1,4;0;calcite;belemnite;tropical/subtropical
191,2445238;-1,54;2,48;calcite;belemnite;temperate
191,2529379;-0,5;0,2;calcite;belemnite;tropical/subtropical
191,2620937;-1;0;calcite;belemnite;tropical/subtropical
191,264632;-0,6;-0,1;calcite;belemnite;tropical/subtropical
191,2738332;-0,7;0,2;calcite;belemnite;tropical/subtropical
191,2802241;-0,5;0,5;calcite;belemnite;tropical/subtropical
191,2847297;-0,788;1,544;calcite;belemnite;temperate
191,2847297;-0,225;3,146;calcite;belemnite;temperate
191,2847297;-0,153;2,322;calcite;belemnite;temperate
191,2919182;-0,5;1,6;calcite;belemnite;tropical/subtropical
191,2972667;-0,7;0,3;calcite;belemnite;tropical/subtropical
191,2972667;-1,202;1,422;calcite;belemnite;tropical/subtropical
191,3063319;-0,835;-0,406;calcite;belemnite;temperate
191,3063319;-2,155;2,931;calcite;belemnite;temperate
191,3063319;-1,492;0,035;calcite;belemnite;tropical/subtropical
191,3126796;-1,15;0,15;calcite;belemnite;temperate
191,315397;-1,876;-0,04;calcite;belemnite;tropical/subtropical
191,315397;-1,616;0,286;calcite;belemnite;tropical/subtropical
191,3159628;-3,81;-1,52;calcite;belemnite;temperate
191,324353;-1,41;0,28;calcite;belemnite;temperate
191,3244622;-1,015;0,366;calcite;belemnite;tropical/subtropical
191,3412283;-0,63;;calcite;belemnite;tropical/subtropical
191,3412283;-0,94;;calcite;belemnite;tropical/subtropical
191,3425926;-1,465;0,788;calcite;belemnite;tropical/subtropical
191,3564117;-0,8;-0,2;calcite;belemnite;tropical/subtropical
191,36881;-1,26;;calcite;belemnite;tropical/subtropical
191,36881;-1,27;;calcite;belemnite;tropical/subtropical
191,36881;-1,96;;calcite;belemnite;tropical/subtropical
191,3888637;-0,71;0,12;calcite;belemnite;temperate
191,3888637;-0,5;0,2;calcite;belemnite;tropical/subtropical
190,116;-0,5;1,1;calcite;belemnite;temperate
191,3990859;-1,23;;calcite;belemnite;tropical/subtropical
191,3990859;-1,77;;calcite;belemnite;tropical/subtropical
191,4004744;-0,88;-0,41;calcite;belemnite;temperate
191,4004744;-1,33;0,067;calcite;belemnite;tropical/subtropical
191,4051326;-1,8;0,3;calcite;belemnite;tropical/subtropical
191,4120852;-0,8;1,72;calcite;belemnite;temperate
191,4120852;-1,218;-0,336;calcite;belemnite;tropical/subtropical
191,4120852;-1,312;0,484;calcite;belemnite;tropical/subtropical
191,4120852;-1,037;0,15;calcite;belemnite;tropical/subtropical
191,4195939;-1,6;-0,1;calcite;belemnite;tropical/subtropical
191,4353067;-2,381;0,085;calcite;belemnite;tropical/subtropical
191,4376705;-0,8;0,4;calcite;belemnite;tropical/subtropical
191,4521318;-1;-0,1;calcite;belemnite;tropical/subtropical
191,4585281;-0,58;-0,49;calcite;belemnite;temperate
191,4665931;-0,3;1,2;calcite;belemnite;tropical/subtropical
191,4933604;-1,242;-0,841;calcite;belemnite;tropical/subtropical
191,493708;-1,3;-0,7;calcite;belemnite;tropical/subtropical
191,5037037;-0,682483;2,004695;calcite;belemnite;temperate
190,116;-0,6;2,9;calcite;belemnite;temperate
191,5132727;-0,141;0,616;calcite;belemnite;temperate
191,5244382;-1;0,6;calcite;belemnite;tropical/subtropical
191,5281926;-0,844;-0,358;calcite;belemnite;tropical/subtropical
191,5334765;-0,4;0,1;calcite;belemnite;tropical/subtropical
191,5398033;-0,614;0,447;calcite;belemnite;tropical/subtropical
191,5461301;-1,4;0;calcite;belemnite;tropical/subtropical
191,5533608;-1,5;0;calcite;belemnite;tropical/subtropical
